Entity,Code,Year,Share of the population using safely managed drinking water
Lithuania,LTU,2015,91.125595
Lithuania,LTU,2016,92.89839
Lithuania,LTU,2017,94.48448
Lithuania,LTU,2018,94.93565
Lithuania,LTU,2019,95.385796
Lithuania,LTU,2020,95.72554
Lithuania,LTU,2021,96.05769
Lithuania,LTU,2022,96.38711
Lithuania,LTU,2023,96.713394
Lithuania,LTU,2024,96.733574
Low-income countries,OWID_LIC,2000,19.33442
Low-income countries,OWID_LIC,2001,19.45168
Low-income countries,OWID_LIC,2002,19.645107
Low-income countries,OWID_LIC,2003,19.875004
Low-income countries,OWID_LIC,2004,20.121618
Low-income countries,OWID_LIC,2005,20.458471
Low-income countries,OWID_LIC,2006,20.86485
Low-income countries,OWID_LIC,2007,21.315973
Low-income countries,OWID_LIC,2008,21.776249
Low-income countries,OWID_LIC,2009,22.204985
Low-income countries,OWID_LIC,2010,22.66855
Low-income countries,OWID_LIC,2011,22.704594
Low-income countries,OWID_LIC,2012,23.118116
Low-income countries,OWID_LIC,2013,23.455671
Low-income countries,OWID_LIC,2014,23.814606
Low-income countries,OWID_LIC,2015,24.281328
Low-income countries,OWID_LIC,2016,24.83038
Low-income countries,OWID_LIC,2017,25.399035
Low-income countries,OWID_LIC,2018,26.049902
Low-income countries,OWID_LIC,2019,26.74381
Low-income countries,OWID_LIC,2020,27.455088
Low-income countries,OWID_LIC,2021,28.208319
Low-income countries,OWID_LIC,2022,28.914503
Low-income countries,OWID_LIC,2023,29.587204
Low-income countries,OWID_LIC,2024,30.926033
Lower middle-income countries,,2000,43.833252
Lower middle-income countries,,2001,44.799732
Lower middle-income countries,,2002,45.865147
Lower middle-income countries,,2003,46.939243
Lower middle-income countries,,2004,48.035625
Lower middle-income countries,,2005,49.118202
Lower middle-income countries,,2006,50.233406
Lower middle-income countries,,2007,51.369713
Lower middle-income countries,,2008,52.508232
Lower middle-income countries,,2009,53.64817
Lower middle-income countries,,2010,54.790195
Lower middle-income countries,,2011,55.938183
Lower middle-income countries,,2012,57.088886
Lower middle-income countries,,2013,58.254337
Lower middle-income countries,,2014,59.432293
Lower middle-income countries,,2015,60.607315
Lower middle-income countries,,2016,61.781128
Lower middle-income countries,,2017,62.91334
Lower middle-income countries,,2018,63.849567
Lower middle-income countries,,2019,64.76289
Lower middle-income countries,,2020,65.66138
Lower middle-income countries,,2021,66.546844
Lower middle-income countries,,2022,67.41324
Lower middle-income countries,,2023,68.26711
Lower middle-income countries,,2024,69.13465
Luxembourg,LUX,2000,99.831566
Luxembourg,LUX,2001,99.830315
Luxembourg,LUX,2002,99.82941
Luxembourg,LUX,2003,99.82851
Luxembourg,LUX,2004,99.827644
Luxembourg,LUX,2005,99.826805
Luxembourg,LUX,2006,99.82598
Luxembourg,LUX,2007,99.82519
Luxembourg,LUX,2008,99.824394
Luxembourg,LUX,2009,99.82365
Luxembourg,LUX,2010,99.82291
Luxembourg,LUX,2011,99.82219
Luxembourg,LUX,2012,99.789246
Luxembourg,LUX,2013,99.75829
Luxembourg,LUX,2014,99.72919
Luxembourg,LUX,2015,99.70179
Luxembourg,LUX,2016,99.67598
Luxembourg,LUX,2017,99.65163
Luxembourg,LUX,2018,99.62863
Luxembourg,LUX,2019,99.63324
Luxembourg,LUX,2020,99.63761
Luxembourg,LUX,2021,99.64177
Luxembourg,LUX,2022,99.64574
Luxembourg,LUX,2023,99.64948
Luxembourg,LUX,2024,99.65305
Macao,MAC,2000,99.974915
Macao,MAC,2001,99.974915
Macao,MAC,2002,99.974915
Macao,MAC,2003,99.974915
Macao,MAC,2004,99.97654
Macao,MAC,2005,99.978165
Macao,MAC,2006,99.97978
Macao,MAC,2007,99.98141
Macao,MAC,2008,99.98303
Macao,MAC,2009,99.98466
Macao,MAC,2010,99.98628
Macao,MAC,2011,99.9879
Macao,MAC,2012,99.989525
Macao,MAC,2013,99.99115
Macao,MAC,2014,99.992775
Macao,MAC,2015,99.9944
Macao,MAC,2016,99.99602
Macao,MAC,2017,99.99764
Macao,MAC,2018,99.99927
Macao,MAC,2019,100
Macao,MAC,2020,100
Macao,MAC,2021,100
Macao,MAC,2022,100
Macao,MAC,2023,100
Macao,MAC,2024,100
Madagascar,MDG,2000,7.3346024
Madagascar,MDG,2001,7.8237123
Madagascar,MDG,2002,8.328023
Madagascar,MDG,2003,8.84731
Madagascar,MDG,2004,9.381717
Madagascar,MDG,2005,9.994085
Madagascar,MDG,2006,10.624836
Madagascar,MDG,2007,11.273715
Madagascar,MDG,2008,11.941064
Madagascar,MDG,2009,12.625806
Madagascar,MDG,2010,13.3282585
Madagascar,MDG,2011,14.048129
Madagascar,MDG,2012,14.785324
Madagascar,MDG,2013,15.539529
Madagascar,MDG,2014,16.305365
Madagascar,MDG,2015,16.852537
Madagascar,MDG,2016,17.411808
Madagascar,MDG,2017,17.983173
Madagascar,MDG,2018,18.566841
Madagascar,MDG,2019,19.162521
Madagascar,MDG,2020,19.770908
Madagascar,MDG,2021,20.391413
Madagascar,MDG,2022,21.024744
Madagascar,MDG,2023,21.670252
Madagascar,MDG,2024,22.055994
Malawi,MWI,2000,6.945435
Malawi,MWI,2001,7.3151164
Malawi,MWI,2002,7.693562
Malawi,MWI,2003,8.081112
Malawi,MWI,2004,8.477394
Malawi,MWI,2005,8.882755
Malawi,MWI,2006,9.296816
Malawi,MWI,2007,9.719929
Malawi,MWI,2008,10.151706
Malawi,MWI,2009,10.596716
Malawi,MWI,2010,11.055065
Malawi,MWI,2011,11.527241
Malawi,MWI,2012,12.012957
Malawi,MWI,2013,12.51309
Malawi,MWI,2014,13.026946
Malawi,MWI,2015,13.555808
Malawi,MWI,2016,14.098557
Malawi,MWI,2017,14.656486
Malawi,MWI,2018,15.229675
Malawi,MWI,2019,15.817793
Malawi,MWI,2020,16.421732
Malawi,MWI,2021,17.04115
Malawi,MWI,2022,17.676945
Malawi,MWI,2023,17.925758
Malawi,MWI,2024,18.181654
Malaysia,MYS,2000,91.83442
Malaysia,MYS,2001,91.997665
Malaysia,MYS,2002,92.15774
Malaysia,MYS,2003,92.314804
Malaysia,MYS,2004,92.46887
Malaysia,MYS,2005,92.619514
Malaysia,MYS,2006,92.76711
Malaysia,MYS,2007,92.9116
Malaysia,MYS,2008,93.05299
Malaysia,MYS,2009,93.19099
Malaysia,MYS,2010,93.32586
Malaysia,MYS,2011,93.44333
Malaysia,MYS,2012,93.55598
Malaysia,MYS,2013,93.66612
Malaysia,MYS,2014,93.77412
Malaysia,MYS,2015,93.879654
Malaysia,MYS,2016,93.982994
Malaysia,MYS,2017,94.082985
Malaysia,MYS,2018,94.179886
Malaysia,MYS,2019,94.27375
Malaysia,MYS,2020,94.36464
Malaysia,MYS,2021,94.452705
Malaysia,MYS,2022,94.5379
Malaysia,MYS,2023,94.62047
Malaysia,MYS,2024,94.70036
Malta,MLT,2000,100
Malta,MLT,2001,100
Malta,MLT,2002,100
Malta,MLT,2003,100
Malta,MLT,2004,100
Malta,MLT,2005,100
Malta,MLT,2006,100
Malta,MLT,2007,100
Malta,MLT,2008,100
Malta,MLT,2009,99.992424
Malta,MLT,2010,99.981384
Malta,MLT,2011,99.97034
Malta,MLT,2012,99.9593
Malta,MLT,2013,99.94825
Malta,MLT,2014,99.9372
Malta,MLT,2015,99.92616
Malta,MLT,2016,99.915115
Malta,MLT,2017,99.904076
Malta,MLT,2018,99.89303
Malta,MLT,2019,99.88199
Malta,MLT,2020,99.87094
Malta,MLT,2021,99.85989
Malta,MLT,2022,99.848854
Malta,MLT,2023,99.83781
Malta,MLT,2024,99.82677
Martinique,MTQ,2000,99.19636
Martinique,MTQ,2001,99.19636
Martinique,MTQ,2002,99.19636
Martinique,MTQ,2003,99.19636
Martinique,MTQ,2004,99.19636
Martinique,MTQ,2005,99.19636
Martinique,MTQ,2006,99.18449
Martinique,MTQ,2007,99.17262
Martinique,MTQ,2008,99.160835
Martinique,MTQ,2009,99.149055
Martinique,MTQ,2010,99.13727
Martinique,MTQ,2011,99.12548
Martinique,MTQ,2012,99.11369
Martinique,MTQ,2013,99.10191
Martinique,MTQ,2014,99.090126
Martinique,MTQ,2015,99.07834
Martinique,MTQ,2016,99.06655
Martinique,MTQ,2017,99.05477
Martinique,MTQ,2018,99.042984
Martinique,MTQ,2019,99.0312
Martinique,MTQ,2020,99.01941
Martinique,MTQ,2021,99.00763
Martinique,MTQ,2022,98.99584
Martinique,MTQ,2023,98.984055
Martinique,MTQ,2024,98.984055
Mayotte,MYT,2006,79.365685
Mayotte,MYT,2007,79.365685
Mayotte,MYT,2008,79.365685
Mayotte,MYT,2009,79.1273
Mayotte,MYT,2010,79.1273
Mayotte,MYT,2011,81.47008
Mayotte,MYT,2012,83.81269
Mayotte,MYT,2013,86.11317
Mayotte,MYT,2014,88.35107
Mayotte,MYT,2015,90.58332
Mayotte,MYT,2016,92.80995
Mayotte,MYT,2017,94.31672
Mayotte,MYT,2018,93.87686
Mayotte,MYT,2019,93.4378
Mayotte,MYT,2020,93.112236
Mayotte,MYT,2021,92.786674
Mayotte,MYT,2022,92.461105
Mayotte,MYT,2023,92.461105
Mexico,MEX,2000,40.014584
Mexico,MEX,2001,40.159225
Mexico,MEX,2002,40.302227
Mexico,MEX,2003,40.443604
Mexico,MEX,2004,40.583435
Mexico,MEX,2005,40.72163
Mexico,MEX,2006,40.85826
Mexico,MEX,2007,40.9933
Mexico,MEX,2008,41.126873
Mexico,MEX,2009,41.258904
Mexico,MEX,2010,41.389454
Mexico,MEX,2011,41.518715
Mexico,MEX,2012,41.646564
Mexico,MEX,2013,41.773087
Mexico,MEX,2014,41.898285
Mexico,MEX,2015,42.02209
Mexico,MEX,2016,42.14458
Mexico,MEX,2017,42.265697
Mexico,MEX,2018,42.38548
Mexico,MEX,2019,42.503937
Mexico,MEX,2020,42.62107
Mexico,MEX,2021,42.736877
Mexico,MEX,2022,42.851135
Mexico,MEX,2023,42.90972
Mexico,MEX,2024,42.966633
Moldova,MDA,2000,40.373516
Moldova,MDA,2001,42.281216
Moldova,MDA,2002,44.234497
Moldova,MDA,2003,46.23393
Moldova,MDA,2004,48.280598
Moldova,MDA,2005,50.465126
Moldova,MDA,2006,52.77547
Moldova,MDA,2007,55.11695
Moldova,MDA,2008,57.48961
Moldova,MDA,2009,59.893494
Moldova,MDA,2010,62.328648
Moldova,MDA,2011,64.79511
Moldova,MDA,2012,67.29294
Moldova,MDA,2013,69.82217
Moldova,MDA,2014,72.38284
Moldova,MDA,2015,72.69872
Moldova,MDA,2016,73.02174
Moldova,MDA,2017,73.351074
Moldova,MDA,2018,73.68673
Moldova,MDA,2019,74.02817
Moldova,MDA,2020,74.37538
Moldova,MDA,2021,74.72807
Moldova,MDA,2022,75.08599
Moldova,MDA,2023,75.44861
Moldova,MDA,2024,75.81589
Monaco,MCO,2000,100
Monaco,MCO,2001,100
Monaco,MCO,2002,100
Monaco,MCO,2003,100
Monaco,MCO,2004,100
Monaco,MCO,2005,100
Monaco,MCO,2006,100
Monaco,MCO,2007,100
Monaco,MCO,2008,100
Monaco,MCO,2009,100
Monaco,MCO,2010,100
Monaco,MCO,2011,100
Monaco,MCO,2012,100
Monaco,MCO,2013,100
Monaco,MCO,2014,100
Monaco,MCO,2015,100
Monaco,MCO,2016,100
Monaco,MCO,2017,100
Monaco,MCO,2018,100
Monaco,MCO,2019,100
Monaco,MCO,2020,100
Monaco,MCO,2021,100
Monaco,MCO,2022,100
Monaco,MCO,2023,100
Monaco,MCO,2024,100
Mongolia,MNG,2000,17.716772
Mongolia,MNG,2001,18.760046
Mongolia,MNG,2002,19.828382
Mongolia,MNG,2003,20.920639
Mongolia,MNG,2004,22.03566
Mongolia,MNG,2005,23.17097
Mongolia,MNG,2006,24.326986
Mongolia,MNG,2007,25.502197
Mongolia,MNG,2008,26.695759
Mongolia,MNG,2009,27.904755
Mongolia,MNG,2010,29.130398
Mongolia,MNG,2011,30.166286
Mongolia,MNG,2012,31.098604
Mongolia,MNG,2013,32.042698
Mongolia,MNG,2014,32.998158
Mongolia,MNG,2015,33.965664
Mongolia,MNG,2016,34.944828
Mongolia,MNG,2017,35.93521
Mongolia,MNG,2018,36.943222
Mongolia,MNG,2019,37.968945
Mongolia,MNG,2020,39.012436
Mongolia,MNG,2021,40.072968
Mongolia,MNG,2022,41.151714
Mongolia,MNG,2023,42.247513
Mongolia,MNG,2024,43.36072
Montenegro,MNE,2006,83.86273
Montenegro,MNE,2007,84.01289
Montenegro,MNE,2008,84.137764
Montenegro,MNE,2009,84.261475
Montenegro,MNE,2010,84.38418
Montenegro,MNE,2011,84.505974
Montenegro,MNE,2012,84.62684
Montenegro,MNE,2013,84.74686
Montenegro,MNE,2014,84.86602
Montenegro,MNE,2015,84.98432
Montenegro,MNE,2016,85.09076
Montenegro,MNE,2017,85.17541
Montenegro,MNE,2018,85.258804
Montenegro,MNE,2019,85.34101
Montenegro,MNE,2020,85.42202
Montenegro,MNE,2021,85.44174
Montenegro,MNE,2022,85.461464
Montenegro,MNE,2023,85.481186
Montenegro,MNE,2024,85.500916
Morocco,MAR,2000,40.68927
Morocco,MAR,2001,41.267014
Morocco,MAR,2002,41.842068
Morocco,MAR,2003,42.413246
Morocco,MAR,2004,42.98115
Morocco,MAR,2005,43.663147
Morocco,MAR,2006,45.3949
Morocco,MAR,2007,47.168823
Morocco,MAR,2008,48.98268
Morocco,MAR,2009,50.834274
Morocco,MAR,2010,52.723644
Morocco,MAR,2011,54.647514
Morocco,MAR,2012,56.60482
Morocco,MAR,2013,58.59346
Morocco,MAR,2014,60.612392
Morocco,MAR,2015,62.659554
Morocco,MAR,2016,64.73392
Morocco,MAR,2017,66.833466
Morocco,MAR,2018,68.95673
Morocco,MAR,2019,71.10181
Morocco,MAR,2020,73.26773
Morocco,MAR,2021,75.45228
Morocco,MAR,2022,77.64265
Morocco,MAR,2023,79.13958
Morocco,MAR,2024,79.981804
Mozambique,MOZ,2000,8.947469
Mozambique,MOZ,2001,9.00251
Mozambique,MOZ,2002,9.368226
Mozambique,MOZ,2003,9.742881
Mozambique,MOZ,2004,10.213638
Mozambique,MOZ,2005,10.797563
Mozambique,MOZ,2006,11.423537
Mozambique,MOZ,2007,12.090357
Mozambique,MOZ,2008,12.903996
Mozambique,MOZ,2009,13.773136
Mozambique,MOZ,2010,14.516313
Mozambique,MOZ,2011,15.25164
Mozambique,MOZ,2012,16.019884
Mozambique,MOZ,2013,16.820309
Mozambique,MOZ,2014,17.652166
Mozambique,MOZ,2015,18.514702
Mozambique,MOZ,2016,19.40714
Mozambique,MOZ,2017,20.328337
Mozambique,MOZ,2018,21.277874
Mozambique,MOZ,2019,22.25602
Mozambique,MOZ,2020,23.261568
Mozambique,MOZ,2021,24.294355
Mozambique,MOZ,2022,25.352436
Mozambique,MOZ,2023,26.435612
Mozambique,MOZ,2024,27.542946
Myanmar,MMR,2000,27.134047
Myanmar,MMR,2001,28.642832
Myanmar,MMR,2002,30.18471
Myanmar,MMR,2003,31.75992
Myanmar,MMR,2004,33.36836
Myanmar,MMR,2005,35.00994
Myanmar,MMR,2006,36.684227
Myanmar,MMR,2007,38.391457
Myanmar,MMR,2008,40.13154
Myanmar,MMR,2009,41.90402
Myanmar,MMR,2010,43.709496
Myanmar,MMR,2011,45.34767
Myanmar,MMR,2012,46.79631
Myanmar,MMR,2013,48.26599
Myanmar,MMR,2014,49.757114
Myanmar,MMR,2015,51.27312
Myanmar,MMR,2016,52.813416
Myanmar,MMR,2017,54.37705
Myanmar,MMR,2018,55.963284
Myanmar,MMR,2019,57.570816
Myanmar,MMR,2020,58.81553
Myanmar,MMR,2021,59.50475
Myanmar,MMR,2022,59.57404
Myanmar,MMR,2023,59.647182
Myanmar,MMR,2024,59.723976
Nauru,NRU,2000,18.648062
Nauru,NRU,2001,18.648691
Nauru,NRU,2002,18.64932
Nauru,NRU,2003,18.64995
Nauru,NRU,2004,18.65058
Nauru,NRU,2005,18.651209
Nauru,NRU,2006,18.651836
Nauru,NRU,2007,18.652466
Nauru,NRU,2008,18.653095
Nauru,NRU,2009,18.653725
Nauru,NRU,2010,18.654354
Nauru,NRU,2011,18.654984
Nauru,NRU,2012,18.655613
Nauru,NRU,2013,18.656242
Nauru,NRU,2014,18.65687
Nauru,NRU,2015,18.6575
Nauru,NRU,2016,18.658129
Nauru,NRU,2017,18.658758
Nauru,NRU,2018,18.659388
Nauru,NRU,2019,18.660017
Nauru,NRU,2020,18.660646
Nauru,NRU,2021,18.661274
Nauru,NRU,2022,18.661903
Nauru,NRU,2023,18.662533
Nauru,NRU,2024,18.663162
Nepal,NPL,2000,26.805544
Nepal,NPL,2001,27.09165
Nepal,NPL,2002,27.344599
Nepal,NPL,2003,27.596975
Nepal,NPL,2004,27.848747
Nepal,NPL,2005,28.099888
Nepal,NPL,2006,28.350365
Nepal,NPL,2007,28.60026
Nepal,NPL,2008,28.849428
Nepal,NPL,2009,29.097841
Nepal,NPL,2010,29.345469
Nepal,NPL,2011,29.592384
Nepal,NPL,2012,29.83895
Nepal,NPL,2013,28.406668
Nepal,NPL,2014,26.949554
Nepal,NPL,2015,25.46765
Nepal,NPL,2016,23.9614
Nepal,NPL,2017,22.43097
Nepal,NPL,2018,20.876734
Nepal,NPL,2019,19.298893
Nepal,NPL,2020,17.697844
Nepal,NPL,2021,16.073812
Nepal,NPL,2022,16.211376
Nepal,NPL,2023,16.349014
Nepal,NPL,2024,16.486885
Netherlands,NLD,2000,99.997345
Netherlands,NLD,2001,99.995766
Netherlands,NLD,2002,99.994194
Netherlands,NLD,2003,99.992615
Netherlands,NLD,2004,99.991035
Netherlands,NLD,2005,99.989456
Netherlands,NLD,2006,99.987885
Netherlands,NLD,2007,99.98631
Netherlands,NLD,2008,99.98473
Netherlands,NLD,2009,99.983154
Netherlands,NLD,2010,99.981575
Netherlands,NLD,2011,99.98
Netherlands,NLD,2012,99.978424
Netherlands,NLD,2013,99.97685
Netherlands,NLD,2014,99.97527
Netherlands,NLD,2015,99.973694
Netherlands,NLD,2016,99.972115
Netherlands,NLD,2017,99.97054
Netherlands,NLD,2018,99.96897
Netherlands,NLD,2019,99.967384
Netherlands,NLD,2020,99.96581
Netherlands,NLD,2021,99.96423
Netherlands,NLD,2022,99.96266
Netherlands,NLD,2023,99.96109
Netherlands,NLD,2024,99.9595
New Caledonia,NCL,2000,87.04396
New Caledonia,NCL,2001,87.04396
New Caledonia,NCL,2002,87.04396
New Caledonia,NCL,2003,87.70611
New Caledonia,NCL,2004,88.37045
New Caledonia,NCL,2005,89.036995
New Caledonia,NCL,2006,89.705734
New Caledonia,NCL,2007,90.37666
New Caledonia,NCL,2008,91.04979
New Caledonia,NCL,2009,91.72511
New Caledonia,NCL,2010,92.40263
New Caledonia,NCL,2011,93.08235
New Caledonia,NCL,2012,93.76426
New Caledonia,NCL,2013,94.448364
New Caledonia,NCL,2014,95.134674
New Caledonia,NCL,2015,95.50278
New Caledonia,NCL,2016,95.72986
New Caledonia,NCL,2017,95.95695
New Caledonia,NCL,2018,96.18403
New Caledonia,NCL,2019,96.41112
New Caledonia,NCL,2020,96.6382
New Caledonia,NCL,2021,96.86529
New Caledonia,NCL,2022,96.86529
New Caledonia,NCL,2023,96.86529
New Caledonia,NCL,2024,96.86529
New Zealand,NZL,2000,84.39357
New Zealand,NZL,2001,84.39357
New Zealand,NZL,2002,84.39357
New Zealand,NZL,2003,84.39357
New Zealand,NZL,2004,84.39357
New Zealand,NZL,2005,84.39357
New Zealand,NZL,2006,85.37429
New Zealand,NZL,2007,86.354996
New Zealand,NZL,2008,87.33572
New Zealand,NZL,2009,88.31643
New Zealand,NZL,2010,89.29714
New Zealand,NZL,2011,90.277855
New Zealand,NZL,2012,91.25857
New Zealand,NZL,2013,92.23929
New Zealand,NZL,2014,93.22
New Zealand,NZL,2015,94.200714
New Zealand,NZL,2016,95.18143
New Zealand,NZL,2017,96.16214
New Zealand,NZL,2018,97.14285
New Zealand,NZL,2019,98.123566
New Zealand,NZL,2020,99.10429
New Zealand,NZL,2021,99.99999
New Zealand,NZL,2022,100
New Zealand,NZL,2023,100
New Zealand,NZL,2024,100
Nigeria,NGA,2000,12.611869
Nigeria,NGA,2001,12.976515
Nigeria,NGA,2002,13.78858
Nigeria,NGA,2003,14.625085
Nigeria,NGA,2004,15.486244
Nigeria,NGA,2005,16.37212
Nigeria,NGA,2006,17.283138
Nigeria,NGA,2007,18.219608
Nigeria,NGA,2008,19.18184
Nigeria,NGA,2009,20.169506
Nigeria,NGA,2010,21.183344
Nigeria,NGA,2011,22.221535
Nigeria,NGA,2012,23.189423
Nigeria,NGA,2013,23.774536
Nigeria,NGA,2014,24.357494
Nigeria,NGA,2015,24.938131
Nigeria,NGA,2016,25.515785
Nigeria,NGA,2017,26.090652
Nigeria,NGA,2018,26.66228
Nigeria,NGA,2019,27.23039
Nigeria,NGA,2020,27.794903
Nigeria,NGA,2021,28.355572
Nigeria,NGA,2022,28.912338
Nigeria,NGA,2023,29.46514
Nigeria,NGA,2024,29.904598
Niue,NIU,2000,98.36387
Niue,NIU,2001,98.36387
Niue,NIU,2002,98.36387
Niue,NIU,2003,98.36387
Niue,NIU,2004,98.36387
Niue,NIU,2005,98.302284
Niue,NIU,2006,98.2407
Niue,NIU,2007,98.17911
Niue,NIU,2008,98.11752
Niue,NIU,2009,98.05594
Niue,NIU,2010,97.994354
Niue,NIU,2011,97.82136
Niue,NIU,2012,97.444725
Niue,NIU,2013,97.06848
Niue,NIU,2014,96.69264
Niue,NIU,2015,96.31719
Niue,NIU,2016,95.94215
Niue,NIU,2017,95.56749
Niue,NIU,2018,95.19324
Niue,NIU,2019,94.819374
Niue,NIU,2020,94.44591
Niue,NIU,2021,94.072845
Niue,NIU,2022,93.70017
Niue,NIU,2023,93.327896
Niue,NIU,2024,92.956024
North Korea,PRK,2000,68.999466
North Korea,PRK,2001,69.01835
North Korea,PRK,2002,69.03723
North Korea,PRK,2003,69.05587
North Korea,PRK,2004,69.036316
North Korea,PRK,2005,68.82841
North Korea,PRK,2006,68.62117
North Korea,PRK,2007,68.41413
North Korea,PRK,2008,68.207535
North Korea,PRK,2009,68.020874
North Korea,PRK,2010,67.842
North Korea,PRK,2011,67.66362
North Korea,PRK,2012,67.48652
North Korea,PRK,2013,67.31016
North Korea,PRK,2014,67.1348
North Korea,PRK,2015,66.96019
North Korea,PRK,2016,66.79067
North Korea,PRK,2017,66.625824
North Korea,PRK,2018,66.466034
North Korea,PRK,2019,66.31141
North Korea,PRK,2020,66.3809
North Korea,PRK,2021,66.454315
North Korea,PRK,2022,66.5314
North Korea,PRK,2023,66.61214
North Macedonia,MKD,2000,80.37549
North Macedonia,MKD,2001,80.35358
North Macedonia,MKD,2002,80.331665
North Macedonia,MKD,2003,80.309746
North Macedonia,MKD,2004,80.28773
North Macedonia,MKD,2005,80.290565
North Macedonia,MKD,2006,80.29671
North Macedonia,MKD,2007,80.30609
North Macedonia,MKD,2008,80.31868
North Macedonia,MKD,2009,80.33453
North Macedonia,MKD,2010,80.3535
North Macedonia,MKD,2011,80.37563
North Macedonia,MKD,2012,80.400795
North Macedonia,MKD,2013,80.42902
North Macedonia,MKD,2014,80.46029
North Macedonia,MKD,2015,80.49434
North Macedonia,MKD,2016,80.53133
North Macedonia,MKD,2017,80.571106
North Macedonia,MKD,2018,80.49716
North Macedonia,MKD,2019,80.54299
North Macedonia,MKD,2020,80.59146
North Macedonia,MKD,2021,80.64263
North Macedonia,MKD,2022,80.69626
North Macedonia,MKD,2023,80.752396
North Macedonia,MKD,2024,80.79054
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2000,66.48244
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2001,66.59207
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2002,66.8436
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2003,67.13773
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2004,67.436424
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2005,67.91453
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2006,68.51434
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2007,69.1863
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2008,69.7714
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2009,70.28133
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2010,70.82267
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2011,71.2931
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2012,71.65914
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2013,71.94767
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2014,72.218666
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2015,72.56292
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2016,72.96426
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2017,73.36229
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2018,73.76908
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2019,74.2037
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2020,74.60735
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2021,74.8378
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2022,75.2772
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2023,75.75663
Northern Africa and Western Asia (UN SDG),UNSDG_NAWA,2024,76.202736
Northern Mariana Islands,MNP,2000,79.64351
Northern Mariana Islands,MNP,2001,79.79964
Northern Mariana Islands,MNP,2002,79.955765
Northern Mariana Islands,MNP,2003,80.11189
Northern Mariana Islands,MNP,2004,80.1973
Northern Mariana Islands,MNP,2005,80.28243
Northern Mariana Islands,MNP,2006,80.367294
Northern Mariana Islands,MNP,2007,80.45187
Northern Mariana Islands,MNP,2008,80.53619
Northern Mariana Islands,MNP,2009,80.62022
Northern Mariana Islands,MNP,2010,80.70397
Northern Mariana Islands,MNP,2011,80.78746
Northern Mariana Islands,MNP,2012,80.87067
Northern Mariana Islands,MNP,2013,80.9536
Northern Mariana Islands,MNP,2014,81.036255
Northern Mariana Islands,MNP,2015,81.11864
Northern Mariana Islands,MNP,2016,81.200745
Northern Mariana Islands,MNP,2017,81.28258
Northern Mariana Islands,MNP,2018,81.36413
Northern Mariana Islands,MNP,2019,81.454544
Northern Mariana Islands,MNP,2020,81.454544
Northern Mariana Islands,MNP,2021,81.454544
Northern Mariana Islands,MNP,2022,81.454544
Northern Mariana Islands,MNP,2023,81.454544
Northern Mariana Islands,MNP,2024,81.454544
Norway,NOR,2000,99.678024
Norway,NOR,2001,99.67802
Norway,NOR,2002,99.67802
Norway,NOR,2003,99.65004
Norway,NOR,2004,99.62206
Norway,NOR,2005,99.594086
Norway,NOR,2006,99.56611
Norway,NOR,2007,99.538124
Norway,NOR,2008,99.51014
Norway,NOR,2009,99.48216
Norway,NOR,2010,99.454185
Norway,NOR,2011,99.42621
Norway,NOR,2012,99.39823
Norway,NOR,2013,99.37025
Norway,NOR,2014,99.34227
Norway,NOR,2015,99.314285
Norway,NOR,2016,99.28631
Norway,NOR,2017,99.25834
Norway,NOR,2018,99.230354
Norway,NOR,2019,99.20237
Norway,NOR,2020,99.1744
Norway,NOR,2021,99.146416
Norway,NOR,2022,99.11844
Norway,NOR,2023,99.090454
Norway,NOR,2024,99.062485
Oman,OMN,2000,83.89833
Oman,OMN,2001,83.89375
Oman,OMN,2002,83.889175
Oman,OMN,2003,83.8846
Oman,OMN,2004,83.957375
Oman,OMN,2005,84.32566
Oman,OMN,2006,84.69062
Oman,OMN,2007,85.05205
Oman,OMN,2008,85.40999
Oman,OMN,2009,85.76403
Oman,OMN,2010,86.11466
Oman,OMN,2011,86.56857
